variant,mean_best,std_best,mean_gap_pct,mean_final_generation,individual_runs
"0",448.47,7.70,5.28,500,[451.97,438.96,453.38,441.65,448.87,456.27,463.37,443.38,444.2,442.7]
"2",452.67,12.82,6.26,500,[453.47,441.7,432.93,462.74,443.24,475.89,450.73,456.98,464.73,444.27]
"4",456.40,11.06,7.14,500,[450.17,472.41,472.41,443.49,443.04,450.51,458.83,467.42,455.87,449.9]
"10",452.46,9.88,6.21,500,[457.54,458.16,448.45,463.55,468.16,454.87,444.23,440.6,437.64,451.41]
