variant,mean_best,std_best,mean_gap_pct,mean_final_generation,individual_runs
"ox1",456.40,11.06,7.14,500,[450.17,472.41,472.41,443.49,443.04,450.51,458.83,467.42,455.87,449.9]
"pmx",457.67,8.44,7.43,500,[443.84,462.26,456.04,467.08,467.7,453.15,464.74,450.78,463,448.13]
