variant,mean_best,std_best,mean_gap_pct,mean_final_generation,individual_runs
"swap",9048.44,444.42,19.97,500,[8523.3,9522.33,9312.49,8552.11,9932.54,8948.73,8923.69,9164.35,8901.18,8703.65]
"inversion",8247.00,335.00,9.35,500,[7731.84,8859.54,8637.45,8071.55,8116.7,8363.95,8240.94,8206.62,7873.79,8367.64]
"scramble",9201.33,585.54,22.00,500,[9054.44,9945.55,9641.7,9096.34,9282.92,8403.05,9538.03,8535.47,9998.94,8516.87]
