variant,mean_best,std_best,mean_gap_pct,mean_final_generation,individual_runs
"50",8425.90,273.68,11.72,500,[8817.19,8085.13,8285.9,8850.52,8117.74,8359.51,8645.04,8315.44,8537.85,8244.69]
"100",8275.63,366.35,9.73,500,[8698.3,7830.92,8143.14,7854.85,8856.16,8121.3,8141.61,8070.82,8739.94,8299.25]
"200",8247.00,335.00,9.35,500,[7731.84,8859.54,8637.45,8071.55,8116.7,8363.95,8240.94,8206.62,7873.79,8367.64]
"400",8045.51,198.81,6.68,500,[8082.19,8201.73,8078.22,8025.69,7862.74,7816.43,8337.38,7707.29,8096.91,8246.53]
