variant,mean_best,std_best,mean_gap_pct,mean_final_generation,individual_runs
"swap",505.84,34.93,18.74,500,[533.91,506.05,543.71,467.95,477.67,481.18,453.35,521.23,514,559.36]
"inversion",456.40,11.06,7.14,500,[450.17,472.41,472.41,443.49,443.04,450.51,458.83,467.42,455.87,449.9]
"scramble",537.06,41.71,26.07,500,[531.32,589.08,472.82,588.86,486.81,545.69,503.12,525.87,543.08,583.91]
