variant,mean_best,std_best,mean_gap_pct,mean_final_generation,individual_runs
"0.05",457.97,11.13,7.51,500,[451.48,443.12,464.24,449.77,460.18,463.57,470.75,440.14,465.39,471.09]
"0.10",455.79,9.74,6.99,500,[439.72,449.43,466.05,469.48,453.89,466.72,461.19,448.11,448.67,454.65]
"0.20",456.40,11.06,7.14,500,[450.17,472.41,472.41,443.49,443.04,450.51,458.83,467.42,455.87,449.9]
"0.40",453.33,8.39,6.42,500,[453.74,460.71,458.36,449.46,441.92,454.1,468,451.05,439.93,456.07]
"0.80",454.01,10.25,6.57,500,[477.65,450,457.93,454.26,453.73,439.7,447.13,460.83,446.78,452.06]
