variant,mean_best,std_best,mean_gap_pct,mean_final_generation,individual_runs
"0",8251.33,248.33,9.41,500,[8613.64,8054.92,8559.11,8296.93,8015.44,8351.09,8078.42,8215.02,7867.34,8461.34]
"2",8133.52,204.54,7.84,500,[7978.46,8522.35,8347.92,7825,8183.91,8053.83,8209.26,8162.46,7922.13,8129.87]
"4",8247.00,335.00,9.35,500,[7731.84,8859.54,8637.45,8071.55,8116.7,8363.95,8240.94,8206.62,7873.79,8367.64]
"10",8100.48,297.84,7.40,500,[8155.67,8050.67,8660.08,8225.48,7851.82,7777.03,7986.65,8063.97,8492.74,7740.67]
