variant,mean_best,std_best,mean_gap_pct,mean_final_generation,individual_runs
"ox1",8247.00,335.00,9.35,500,[7731.84,8859.54,8637.45,8071.55,8116.7,8363.95,8240.94,8206.62,7873.79,8367.64]
"pmx",8159.49,156.18,8.19,500,[8292.61,7980.95,7928.22,8078.32,8251.5,8099.32,8414.44,8212.47,8290.63,8046.45]
