variant,mean_best,std_best,mean_gap_pct,mean_final_generation,individual_runs
"tournament_k=5",8247.00,335.00,9.35,500,[7731.84,8859.54,8637.45,8071.55,8116.7,8363.95,8240.94,8206.62,7873.79,8367.64]
"tournament_k=2",9452.48,303.31,25.33,500,[9427.75,9638.31,8971.46,9433.98,9224.18,9523.84,9363.27,9253.87,9570.41,10117.75]
"roulette",13213.97,593.33,75.21,500,[13732.13,13846.45,11903.1,13192.45,13047.81,12972.2,13831.9,12918.34,13039.4,13655.89]
"rank",9490.79,511.88,25.84,500,[9265.35,10332.26,9139.11,8887.2,9811.6,10045.78,8983.08,9157.15,10020.54,9265.84]
